district,tehsil,locality,property_type,rate_sqm,effective_date
Meerut,Meerut,Ram Nagar,Commercial,101000,2023-08-01
Meerut,Meerut,Gandhi Enclave,Residential,25000,2023-08-01
Meerut,Sardhana,Shyam Road,Commercial,83000,2023-08-01
Meerut,Mawana,Ashok Enclave,Residential,29000,2023-08-01
Meerut,Mawana,Ram City,Commercial,97000,2023-08-01
Meerut,Mawana,Arya City,Residential,33000,2023-08-01
Meerut,Mawana,Vasant Nagar,Residential,24000,2023-08-01
Meerut,Mawana,Subhash Road,Residential,23000,2023-08-01
Meerut,Mawana,Ashok City,Agricultural,8000,2023-08-01
Meerut,Sardhana,Krishna City,Residential,24000,2023-08-01
Meerut,Meerut,Vivekananda City,Commercial,68000,2023-08-01
Meerut,Mawana,Yamuna Vihar,Residential,39000,2023-08-01
Meerut,Meerut,Govind Enclave,Residential,39000,2023-08-01
Meerut,Sardhana,Ashok Nagar,Commercial,98000,2023-08-01
Meerut,Sardhana,Yamuna Enclave,Residential,35000,2023-08-01
Meerut,Meerut,Ram Vihar,Residential,39000,2023-08-01
Meerut,Sardhana,Vasant Vihar,Agricultural,9000,2023-08-01
Meerut,Meerut,Govind Road,Commercial,99000,2023-08-01
Meerut,Sardhana,Saket Nagar,Commercial,91000,2023-08-01
Meerut,Sardhana,Vivekananda Enclave,Residential,29000,2023-08-01
Meerut,Sardhana,Gandhi Road,Residential,25000,2023-08-01
Meerut,Sardhana,Ram Road,Commercial,85000,2023-08-01
Meerut,Mawana,Ashok Vihar,Commercial,63000,2023-08-01
Meerut,Mawana,Gandhi City,Residential,25000,2023-08-01
Meerut,Sardhana,Gomti Road,Agricultural,6000,2023-08-01
Meerut,Mawana,Shastri Road,Residential,33000,2023-08-01
Meerut,Meerut,Saket Enclave,Residential,29000,2023-08-01
Meerut,Mawana,Kalyan Vihar,Residential,37000,2023-08-01
Meerut,Sardhana,Shastri Vihar,Residential,33000,2023-08-01
Meerut,Meerut,Azad Nagar,Commercial,59000,2023-08-01
Meerut,Mawana,Tagore Nagar,Commercial,96000,2023-08-01
Meerut,Sardhana,Krishna Nagar,Residential,39000,2023-08-01
Meerut,Meerut,Yamuna Nagar,Residential,25000,2023-08-01
Meerut,Mawana,Gomti Vihar,Residential,40000,2023-08-01
Meerut,Mawana,Shastri Enclave,Residential,25000,2023-08-01
Meerut,Meerut,Saraswati Road,Commercial,94000,2023-08-01
Meerut,Sardhana,Patel City,Residential,34000,2023-08-01
Meerut,Sardhana,Arya Vihar,Commercial,96000,2023-08-01
Meerut,Meerut,Shiv Road,Commercial,85000,2023-08-01
Meerut,Meerut,Subhash Vihar,Residential,30000,2023-08-01
Meerut,Mawana,Saraswati City,Residential,22000,2023-08-01
Meerut,Mawana,Vivekananda Nagar,Commercial,58000,2023-08-01
Meerut,Meerut,Shyam City,Agricultural,9000,2023-08-01
Meerut,Mawana,Shiv Enclave,Residential,31000,2023-08-01
Meerut,Sardhana,Saket Road,Agricultural,12000,2023-08-01
Meerut,Mawana,Shyam Enclave,Residential,34000,2023-08-01
Meerut,Mawana,Krishna Enclave,Commercial,84000,2023-08-01
Meerut,Meerut,Saraswati Vihar,Commercial,74000,2023-08-01
Meerut,Meerut,Gomti Nagar,Residential,28000,2023-08-01
Meerut,Mawana,Laxmi Nagar,Residential,22000,2023-08-01
Meerut,Mawana,Saket Vihar,Residential,37000,2023-08-01
Meerut,Meerut,Kalyan Enclave,Commercial,54000,2023-08-01
Meerut,Mawana,Tagore Enclave,Commercial,82000,2023-08-01
Meerut,Sardhana,Krishna Road,Residential,39000,2023-08-01
Meerut,Meerut,Govind Nagar,Residential,28000,2023-08-01
Ghaziabad,Loni,Azad Khand ,Residential,45000,2023-08-01
Ghaziabad,Ghaziabad,Sector 94,Residential,50000,2023-08-01
Ghaziabad,Ghaziabad,Saraswati Extension,Commercial,166000,2023-08-01
Ghaziabad,Modinagar,Krishna Puram ,Residential,71000,2023-08-01
Ghaziabad,Modinagar,Gomti Khand ,Residential,71000,2023-08-01
Ghaziabad,Ghaziabad,Yamuna Nagar,Residential,61000,2023-08-01
Ghaziabad,Loni,Sector 57,Commercial,183000,2023-08-01
Ghaziabad,Ghaziabad,Nehru Nagar,Agricultural,16000,2023-08-01
Ghaziabad,Modinagar,Patel Puram ,Commercial,195000,2023-08-01
Ghaziabad,Modinagar,Indira Vihar,Commercial,131000,2023-08-01
Ghaziabad,Ghaziabad,Ram Vihar,Residential,68000,2023-08-01
Ghaziabad,Modinagar,Sector 73,Residential,59000,2023-08-01
Ghaziabad,Modinagar,Saket Puram ,Commercial,191000,2023-08-01
Ghaziabad,Ghaziabad,Sector 22,Residential,49000,2023-08-01
Ghaziabad,Ghaziabad,Sector 114,Agricultural,14000,2023-08-01
Ghaziabad,Modinagar,Azad Vihar,Residential,69000,2023-08-01
Ghaziabad,Loni,Sector 84,Residential,62000,2023-08-01
Ghaziabad,Loni,Sector 128,Residential,72000,2023-08-01
Ghaziabad,Ghaziabad,Ashok Vihar,Commercial,171000,2023-08-01
Ghaziabad,Loni,Laxmi Extension,Residential,72000,2023-08-01
Ghaziabad,Modinagar,Subhash Khand ,Commercial,171000,2023-08-01
Ghaziabad,Loni,Patel Nagar,Commercial,173000,2023-08-01
Ghaziabad,Loni,Govind Khand ,Commercial,195000,2023-08-01
Ghaziabad,Modinagar,Ashok Puram ,Commercial,163000,2023-08-01
Ghaziabad,Ghaziabad,Shyam Nagar,Residential,61000,2023-08-01
Ghaziabad,Ghaziabad,Ashok Extension,Residential,44000,2023-08-01
Ghaziabad,Modinagar,Vasant Vihar,Residential,60000,2023-08-01
Ghaziabad,Loni,Vivekananda Extension,Commercial,199000,2023-08-01
Ghaziabad,Ghaziabad,Sector 69,Commercial,165000,2023-08-01
Ghaziabad,Ghaziabad,Sector 24,Commercial,145000,2023-08-01
Ghaziabad,Ghaziabad,Vasant Puram ,Commercial,165000,2023-08-01
Ghaziabad,Ghaziabad,Patel Vihar,Commercial,200000,2023-08-01
Ghaziabad,Modinagar,Sector 130,Residential,48000,2023-08-01
Ghaziabad,Ghaziabad,Vasant Extension,Commercial,186000,2023-08-01
Ghaziabad,Ghaziabad,Gomti Puram ,Residential,78000,2023-08-01
Ghaziabad,Ghaziabad,Azad Extension,Agricultural,16000,2023-08-01
Ghaziabad,Modinagar,Shiv Nagar,Residential,60000,2023-08-01
Ghaziabad,Ghaziabad,Ganga Extension,Residential,60000,2023-08-01
Ghaziabad,Ghaziabad,Shastri Puram ,Residential,55000,2023-08-01
Ghaziabad,Loni,Gandhi Extension,Residential,65000,2023-08-01
Ghaziabad,Ghaziabad,Saraswati Khand ,Residential,77000,2023-08-01
Ghaziabad,Ghaziabad,Kalyan Extension,Commercial,185000,2023-08-01
Ghaziabad,Ghaziabad,Laxmi Vihar,Residential,58000,2023-08-01
Ghaziabad,Ghaziabad,Gomti Vihar,Residential,75000,2023-08-01
Ghaziabad,Loni,Arya Puram ,Residential,45000,2023-08-01
Ghaziabad,Loni,Shastri Nagar,Residential,70000,2023-08-01
Ghaziabad,Loni,Saket Vihar,Residential,49000,2023-08-01
Ghaziabad,Ghaziabad,Yamuna Extension,Residential,46000,2023-08-01
Ghaziabad,Ghaziabad,Tagore Nagar,Commercial,173000,2023-08-01
Ghaziabad,Loni,Rajiv Puram ,Commercial,193000,2023-08-01
Ghaziabad,Loni,Kalyan Khand ,Residential,76000,2023-08-01
Ghaziabad,Modinagar,Shyam Khand ,Commercial,192000,2023-08-01
Ghaziabad,Ghaziabad,Shiv Vihar,Residential,68000,2023-08-01
Ghaziabad,Ghaziabad,Subhash Vihar,Agricultural,14000,2023-08-01
Ghaziabad,Ghaziabad,Laxmi Nagar,Residential,52000,2023-08-01
Ghaziabad,Ghaziabad,Shiv Extension,Residential,59000,2023-08-01
Ghaziabad,Loni,Subhash Extension,Residential,73000,2023-08-01
Ghaziabad,Ghaziabad,Sector 120,Commercial,181000,2023-08-01
Ghaziabad,Modinagar,Vasant Nagar,Commercial,191000,2023-08-01
Ghaziabad,Ghaziabad,Sector 15,Commercial,198000,2023-08-01
Ghaziabad,Loni,Arya Extension,Residential,78000,2023-08-01
Ghaziabad,Modinagar,Shastri Extension,Residential,47000,2023-08-01
Ghaziabad,Ghaziabad,Nehru Puram ,Residential,76000,2023-08-01
Ghaziabad,Modinagar,Sector 101,Agricultural,19000,2023-08-01
Ghaziabad,Modinagar,Rajiv Vihar,Residential,71000,2023-08-01
Ghaziabad,Ghaziabad,Saket Nagar,Agricultural,13000,2023-08-01
Ghaziabad,Modinagar,Indira Extension,Residential,77000,2023-08-01
Ghaziabad,Loni,Tagore Vihar,Residential,81000,2023-08-01
Ghaziabad,Modinagar,Indira Khand ,Residential,47000,2023-08-01
Ghaziabad,Loni,Sector 143,Residential,69000,2023-08-01
Ghaziabad,Modinagar,Patel Khand ,Residential,70000,2023-08-01
Bareilly,Faridpur,Vivekananda Pur,Residential,15000,2023-08-01
Bareilly,Faridpur,Laxmi Nagar,Residential,23000,2023-08-01
Bareilly,Faridpur,Krishna Pur,Residential,20000,2023-08-01
Bareilly,Faridpur,Kalyan Ganj,Residential,20000,2023-08-01
Bareilly,Faridpur,Shyam Pur,Residential,17000,2023-08-01
Bareilly,Faridpur,Indira Colony,Commercial,49000,2023-08-01
Bareilly,Faridpur,Vivekananda Ganj,Residential,16000,2023-08-01
Bareilly,Faridpur,Krishna Vihar,Agricultural,7000,2023-08-01
Bareilly,Bareilly,Ganga Pur,Residential,21000,2023-08-01
Bareilly,Aonla,Patel Ganj,Agricultural,6000,2023-08-01
Bareilly,Bareilly,Yamuna Vihar,Commercial,44000,2023-08-01
Bareilly,Aonla,Vasant Nagar,Residential,16000,2023-08-01
Bareilly,Faridpur,Gandhi Pur,Residential,26000,2023-08-01
Bareilly,Aonla,Vasant Ganj,Residential,14000,2023-08-01
Bareilly,Bareilly,Subhash Nagar,Residential,21000,2023-08-01
Bareilly,Bareilly,Saraswati Vihar,Commercial,54000,2023-08-01
Bareilly,Aonla,Tagore Colony,Agricultural,6000,2023-08-01
Bareilly,Bareilly,Ashok Vihar,Residential,15000,2023-08-01
Bareilly,Faridpur,Shyam Vihar,Residential,18000,2023-08-01
Bareilly,Aonla,Azad Pur,Commercial,61000,2023-08-01
Bareilly,Aonla,Gomti Nagar,Residential,24000,2023-08-01
Bareilly,Faridpur,Rajiv Ganj,Residential,20000,2023-08-01
Bareilly,Aonla,Patel Nagar,Residential,15000,2023-08-01
Bareilly,Bareilly,Vivekananda Nagar,Residential,24000,2023-08-01
Bareilly,Bareilly,Arya Colony,Residential,20000,2023-08-01
Bareilly,Faridpur,Vivekananda Vihar,Residential,17000,2023-08-01
Bareilly,Aonla,Saket Pur,Residential,19000,2023-08-01
Bareilly,Bareilly,Arya Vihar,Agricultural,6000,2023-08-01
Bareilly,Faridpur,Shiv Pur,Agricultural,5000,2023-08-01
Bareilly,Faridpur,Gomti Vihar,Residential,23000,2023-08-01
Bareilly,Aonla,Kalyan Nagar,Residential,14000,2023-08-01
Bareilly,Aonla,Nehru Pur,Residential,20000,2023-08-01
Bareilly,Bareilly,Azad Nagar,Residential,19000,2023-08-01
Bareilly,Faridpur,Shiv Ganj,Residential,18000,2023-08-01
Bareilly,Bareilly,Shiv Colony,Commercial,37000,2023-08-01
Bareilly,Bareilly,Saraswati Colony,Commercial,58000,2023-08-01
Bareilly,Bareilly,Patel Pur,Residential,23000,2023-08-01
Bareilly,Bareilly,Ram Colony,Residential,26000,2023-08-01
Bareilly,Bareilly,Tagore Ganj,Commercial,49000,2023-08-01
Bareilly,Faridpur,Arya Pur,Agricultural,6000,2023-08-01
Bareilly,Bareilly,Kalyan Vihar,Residential,15000,2023-08-01
Bareilly,Aonla,Ganga Vihar,Residential,25000,2023-08-01
Bareilly,Faridpur,Nehru Colony,Residential,15000,2023-08-01
Bareilly,Bareilly,Vasant Pur,Residential,21000,2023-08-01
Bareilly,Faridpur,Kalyan Colony,Residential,23000,2023-08-01
Bareilly,Faridpur,Laxmi Ganj,Residential,24000,2023-08-01
Bareilly,Bareilly,Ashok Pur,Commercial,37000,2023-08-01
Bareilly,Aonla,Rajiv Colony,Residential,18000,2023-08-01
Bareilly,Faridpur,Nehru Vihar,Residential,22000,2023-08-01
Bareilly,Bareilly,Shastri Nagar,Residential,15000,2023-08-01
Bareilly,Bareilly,Shiv Vihar,Residential,18000,2023-08-01
Bareilly,Bareilly,Vasant Colony,Agricultural,7000,2023-08-01
Bareilly,Bareilly,Gandhi Vihar,Residential,14000,2023-08-01
Bareilly,Bareilly,Rajiv Nagar,Residential,19000,2023-08-01
Bareilly,Bareilly,Ganga Nagar,Residential,23000,2023-08-01
Aligarh,Khair,Subhash Vihar,Agricultural,8000,2023-08-01
Aligarh,Koil,Vasant Market,Residential,16000,2023-08-01
Aligarh,Khair,Ashok Market,Commercial,41000,2023-08-01
Aligarh,Koil,Krishna Nagar,Residential,23000,2023-08-01
Aligarh,Atrauli,Saraswati Gate,Residential,22000,2023-08-01
Aligarh,Atrauli,Indira Market,Agricultural,8000,2023-08-01
Aligarh,Atrauli,Saket Market,Residential,25000,2023-08-01
Aligarh,Atrauli,Vasant Road,Commercial,62000,2023-08-01
Aligarh,Koil,Shiv Nagar,Residential,27000,2023-08-01
Aligarh,Atrauli,Gandhi Market,Residential,25000,2023-08-01
Aligarh,Khair,Arya Market,Commercial,59000,2023-08-01
Aligarh,Koil,Tagore Market,Residential,27000,2023-08-01
Aligarh,Atrauli,Gomti Nagar,Residential,24000,2023-08-01
Aligarh,Koil,Subhash Gate,Commercial,63000,2023-08-01
Aligarh,Koil,Subhash Market,Residential,25000,2023-08-01
Aligarh,Koil,Arya Gate,Residential,27000,2023-08-01
Aligarh,Koil,Shyam Vihar,Agricultural,6000,2023-08-01
Aligarh,Atrauli,Rajiv Road,Agricultural,6000,2023-08-01
Aligarh,Koil,Rajiv Market,Agricultural,5000,2023-08-01
Aligarh,Khair,Indira Nagar,Commercial,55000,2023-08-01
Aligarh,Atrauli,Laxmi Nagar,Residential,21000,2023-08-01
Aligarh,Atrauli,Gandhi Nagar,Residential,25000,2023-08-01
Aligarh,Khair,Gomti Gate,Residential,17000,2023-08-01
Aligarh,Koil,Patel Vihar,Residential,26000,2023-08-01
Aligarh,Atrauli,Patel Road,Agricultural,6000,2023-08-01
Aligarh,Atrauli,Laxmi Road,Residential,28000,2023-08-01
Aligarh,Atrauli,Saraswati Road,Residential,23000,2023-08-01
Aligarh,Koil,Saraswati Vihar,Residential,17000,2023-08-01
Aligarh,Koil,Vasant Vihar,Residential,23000,2023-08-01
Aligarh,Atrauli,Tagore Gate,Commercial,55000,2023-08-01
Aligarh,Atrauli,Krishna Market,Residential,17000,2023-08-01
Aligarh,Koil,Ganga Nagar,Residential,21000,2023-08-01
Aligarh,Khair,Indira Road,Residential,24000,2023-08-01
Aligarh,Khair,Ganga Market,Residential,20000,2023-08-01
Aligarh,Koil,Vivekananda Nagar,Agricultural,6000,2023-08-01
Aligarh,Atrauli,Saraswati Market,Residential,19000,2023-08-01
Aligarh,Khair,Gandhi Vihar,Residential,19000,2023-08-01
Aligarh,Khair,Tagore Vihar,Residential,19000,2023-08-01
Aligarh,Koil,Saket Road,Residential,20000,2023-08-01
Aligarh,Khair,Vasant Nagar,Commercial,55000,2023-08-01
Aligarh,Koil,Govind Nagar,Residential,24000,2023-08-01
Aligarh,Koil,Azad Gate,Commercial,56000,2023-08-01
Aligarh,Koil,Indira Gate,Commercial,49000,2023-08-01
Aligarh,Khair,Nehru Road,Agricultural,7000,2023-08-01
Aligarh,Atrauli,Saket Vihar,Residential,16000,2023-08-01
Aligarh,Khair,Gomti Vihar,Residential,23000,2023-08-01
Aligarh,Atrauli,Ashok Nagar,Residential,23000,2023-08-01
Aligarh,Khair,Rajiv Nagar,Commercial,69000,2023-08-01
Aligarh,Atrauli,Saraswati Nagar,Residential,27000,2023-08-01
Aligarh,Koil,Saket Gate,Residential,23000,2023-08-01
Aligarh,Koil,Shastri Vihar,Commercial,53000,2023-08-01
Aligarh,Atrauli,Shiv Market,Agricultural,7000,2023-08-01
Aligarh,Koil,Shiv Vihar,Residential,24000,2023-08-01
Aligarh,Koil,Yamuna Road,Commercial,60000,2023-08-01
Aligarh,Koil,Subhash Road,Residential,23000,2023-08-01
Aligarh,Khair,Gomti Road,Agricultural,6000,2023-08-01
Aligarh,Khair,Ram Vihar,Residential,26000,2023-08-01
Aligarh,Koil,Shastri Road,Commercial,42000,2023-08-01
Aligarh,Atrauli,Nehru Gate,Residential,26000,2023-08-01
Gorakhpur,Gorakhpur,Yamuna Pur,Residential,16000,2023-08-01
Gorakhpur,Sahjanwa,Subhash Vihar,Residential,22000,2023-08-01
Gorakhpur,Gorakhpur,Ram Nagar,Residential,17000,2023-08-01
Gorakhpur,Sahjanwa,Vivekananda Nagar,Residential,16000,2023-08-01
Gorakhpur,Campierganj,Indira Nagar,Residential,28000,2023-08-01
Gorakhpur,Sahjanwa,Laxmi Pur,Residential,21000,2023-08-01
Gorakhpur,Sahjanwa,Ashok Pur,Commercial,57000,2023-08-01
Gorakhpur,Campierganj,Ram Vihar,Residential,17000,2023-08-01
Gorakhpur,Campierganj,Ganga Pur,Commercial,61000,2023-08-01
Gorakhpur,Campierganj,Nehru Pur,Commercial,43000,2023-08-01
Gorakhpur,Gorakhpur,Shyam Vihar,Residential,18000,2023-08-01
Gorakhpur,Campierganj,Shastri Vihar,Commercial,71000,2023-08-01
Gorakhpur,Sahjanwa,Patel Chowk,Residential,21000,2023-08-01
Gorakhpur,Gorakhpur,Yamuna Ganj,Commercial,55000,2023-08-01
Gorakhpur,Sahjanwa,Arya Ganj,Commercial,41000,2023-08-01
Gorakhpur,Campierganj,Kalyan Chowk,Residential,27000,2023-08-01
Gorakhpur,Sahjanwa,Gomti Vihar,Residential,24000,2023-08-01
Gorakhpur,Gorakhpur,Govind Chowk,Commercial,66000,2023-08-01
Gorakhpur,Gorakhpur,Shyam Nagar,Agricultural,8000,2023-08-01
Gorakhpur,Gorakhpur,Govind Ganj,Residential,24000,2023-08-01
Gorakhpur,Campierganj,Govind Pur,Residential,19000,2023-08-01
Gorakhpur,Gorakhpur,Gandhi Ganj,Residential,23000,2023-08-01
Gorakhpur,Campierganj,Ram Pur,Commercial,63000,2023-08-01
Gorakhpur,Campierganj,Kalyan Pur,Commercial,50000,2023-08-01
Gorakhpur,Gorakhpur,Gomti Ganj,Agricultural,5000,2023-08-01
Gorakhpur,Sahjanwa,Saraswati Nagar,Residential,28000,2023-08-01
Gorakhpur,Gorakhpur,Ashok Ganj,Commercial,65000,2023-08-01
Gorakhpur,Sahjanwa,Rajiv Chowk,Commercial,44000,2023-08-01
Gorakhpur,Campierganj,Ram Ganj,Residential,25000,2023-08-01
Gorakhpur,Campierganj,Rajiv Ganj,Residential,29000,2023-08-01
Gorakhpur,Sahjanwa,Krishna Chowk,Commercial,47000,2023-08-01
Gorakhpur,Gorakhpur,Nehru Nagar,Residential,24000,2023-08-01
Gorakhpur,Campierganj,Ganga Vihar,Commercial,60000,2023-08-01
Gorakhpur,Sahjanwa,Arya Vihar,Residential,25000,2023-08-01
Gorakhpur,Sahjanwa,Kalyan Vihar,Residential,28000,2023-08-01
Gorakhpur,Gorakhpur,Ganga Ganj,Residential,28000,2023-08-01
Gorakhpur,Gorakhpur,Saraswati Vihar,Commercial,73000,2023-08-01
Gorakhpur,Campierganj,Nehru Vihar,Commercial,48000,2023-08-01
Gorakhpur,Sahjanwa,Saraswati Ganj,Agricultural,5000,2023-08-01
Gorakhpur,Gorakhpur,Saraswati Pur,Commercial,68000,2023-08-01
Gorakhpur,Sahjanwa,Vivekananda Pur,Commercial,73000,2023-08-01
Gorakhpur,Gorakhpur,Vasant Chowk,Commercial,55000,2023-08-01
Gorakhpur,Campierganj,Vivekananda Vihar,Agricultural,7000,2023-08-01
Gorakhpur,Campierganj,Vasant Vihar,Agricultural,4000,2023-08-01
Gorakhpur,Sahjanwa,Nehru Chowk,Residential,29000,2023-08-01
Gorakhpur,Gorakhpur,Shyam Chowk,Residential,19000,2023-08-01
Gorakhpur,Gorakhpur,Arya Chowk,Residential,20000,2023-08-01
Gorakhpur,Campierganj,Tagore Nagar,Residential,25000,2023-08-01
Gorakhpur,Campierganj,Azad Ganj,Commercial,53000,2023-08-01
Gorakhpur,Campierganj,Gandhi Nagar,Residential,18000,2023-08-01
Gorakhpur,Gorakhpur,Vivekananda Chowk,Residential,25000,2023-08-01
Gorakhpur,Sahjanwa,Ashok Nagar,Commercial,54000,2023-08-01
Gorakhpur,Gorakhpur,Patel Ganj,Residential,19000,2023-08-01
Gorakhpur,Campierganj,Patel Vihar,Residential,20000,2023-08-01
Gorakhpur,Gorakhpur,Saket Nagar,Residential,25000,2023-08-01
Gorakhpur,Campierganj,Yamuna Chowk,Agricultural,5000,2023-08-01
Gorakhpur,Sahjanwa,Govind Nagar,Residential,28000,2023-08-01
Gorakhpur,Gorakhpur,Laxmi Chowk,Agricultural,6000,2023-08-01
Ayodhya,Sadar,Shiv Pur,Residential,26000,2023-08-01
Ayodhya,Bikapur,Subhash Market,Commercial,58000,2023-08-01
Ayodhya,Sadar,Shyam Ghat,Residential,28000,2023-08-01
Ayodhya,Bikapur,Arya Nagar,Residential,31000,2023-08-01
Ayodhya,Sadar,Shiv Ghat,Agricultural,7000,2023-08-01
Ayodhya,SoHawal,Saket Market,Residential,25000,2023-08-01
Ayodhya,Bikapur,Rajiv Market,Commercial,78000,2023-08-01
Ayodhya,SoHawal,Laxmi Market,Agricultural,5000,2023-08-01
Ayodhya,Bikapur,Gandhi Khand,Agricultural,6000,2023-08-01
Ayodhya,Sadar,Ashok Khand,Commercial,49000,2023-08-01
Ayodhya,Sadar,Subhash Khand,Residential,27000,2023-08-01
Ayodhya,Sadar,Kalyan Pur,Residential,18000,2023-08-01
Ayodhya,Sadar,Ganga Ghat,Residential,30000,2023-08-01
Ayodhya,SoHawal,Vivekananda Khand,Agricultural,6000,2023-08-01
Ayodhya,Bikapur,Govind Nagar,Commercial,72000,2023-08-01
Ayodhya,SoHawal,Shastri Ghat,Commercial,66000,2023-08-01
Ayodhya,Sadar,Ashok Pur,Commercial,65000,2023-08-01
Ayodhya,Bikapur,Saket Khand,Commercial,44000,2023-08-01
Ayodhya,Sadar,Saraswati Khand,Residential,19000,2023-08-01
Ayodhya,Sadar,Ganga Nagar,Commercial,62000,2023-08-01
Ayodhya,Sadar,Shastri Khand,Residential,28000,2023-08-01
Ayodhya,Sadar,Rajiv Pur,Residential,29000,2023-08-01
Ayodhya,Sadar,Rajiv Khand,Commercial,82000,2023-08-01
Ayodhya,Sadar,Azad Ghat,Residential,21000,2023-08-01
Ayodhya,Sadar,Laxmi Khand,Commercial,47000,2023-08-01
Ayodhya,SoHawal,Patel Pur,Residential,22000,2023-08-01
Ayodhya,SoHawal,Gomti Khand,Residential,28000,2023-08-01
Ayodhya,Sadar,Vasant Market,Commercial,45000,2023-08-01
Ayodhya,Bikapur,Gandhi Nagar,Commercial,46000,2023-08-01
Ayodhya,Bikapur,Ram Pur,Residential,26000,2023-08-01
Ayodhya,Sadar,Shyam Market,Commercial,65000,2023-08-01
Ayodhya,Bikapur,Nehru Khand,Residential,32000,2023-08-01
Ayodhya,Sadar,Kalyan Nagar,Commercial,44000,2023-08-01
Ayodhya,Bikapur,Nehru Nagar,Residential,32000,2023-08-01
Ayodhya,Bikapur,Ram Market,Residential,23000,2023-08-01
Ayodhya,Bikapur,Gomti Ghat,Residential,18000,2023-08-01
Ayodhya,SoHawal,Yamuna Khand,Residential,21000,2023-08-01
Ayodhya,SoHawal,Indira Market,Residential,25000,2023-08-01
Ayodhya,Sadar,Shyam Nagar,Residential,23000,2023-08-01
Ayodhya,SoHawal,Indira Khand,Residential,26000,2023-08-01
Ayodhya,Bikapur,Shiv Market,Commercial,46000,2023-08-01
Ayodhya,SoHawal,Rajiv Ghat,Residential,31000,2023-08-01
Ayodhya,SoHawal,Krishna Pur,Commercial,69000,2023-08-01
Ayodhya,Bikapur,Indira Pur,Residential,25000,2023-08-01
Ayodhya,SoHawal,Vivekananda Ghat,Commercial,70000,2023-08-01
Ayodhya,SoHawal,Rajiv Nagar,Residential,21000,2023-08-01
Ayodhya,Sadar,Govind Khand,Agricultural,9000,2023-08-01
Ayodhya,Bikapur,Nehru Pur,Commercial,72000,2023-08-01
Ayodhya,SoHawal,Ashok Ghat,Residential,21000,2023-08-01
Ayodhya,Sadar,Shiv Nagar,Agricultural,9000,2023-08-01
Ayodhya,Sadar,Laxmi Nagar,Residential,29000,2023-08-01
Ayodhya,SoHawal,Vivekananda Pur,Residential,24000,2023-08-01
Ayodhya,Bikapur,Kalyan Khand,Residential,24000,2023-08-01
Ayodhya,SoHawal,Ganga Market,Agricultural,9000,2023-08-01
Ayodhya,Bikapur,Ganga Khand,Commercial,80000,2023-08-01
Ayodhya,Sadar,Krishna Ghat,Residential,31000,2023-08-01
Ayodhya,Bikapur,Azad Nagar,Residential,22000,2023-08-01
Ayodhya,SoHawal,Ashok Nagar,Commercial,56000,2023-08-01
Ayodhya,SoHawal,Saket Ghat,Commercial,71000,2023-08-01
Ayodhya,Sadar,Ashok Market,Residential,23000,2023-08-01
Ayodhya,Bikapur,Laxmi Ghat,Residential,18000,2023-08-01
Ayodhya,SoHawal,Indira Nagar,Residential,17000,2023-08-01
Ayodhya,SoHawal,Govind Pur,Residential,23000,2023-08-01
Ayodhya,Bikapur,Azad Khand,Residential,31000,2023-08-01
